english,french
You depend too much on others,Tu dépends trop des autres.
You have foul breath,Tu as mauvaise haleine.
You are too sensitive to noise,Vous êtes trop sensible au bruit
You know quite a lot about Sumo,Tu en sais beaucoup sur le sumo.
You're giving me the same old line,C'est toujours la même litanie que tu me racontes.
You look as healthy as ever,Vous avez l'air en aussi bonne santé que d'habitude.
You are a good student,Tu es un bon étudiant.
Can't you tell right from wrong,Ne sais-tu pas distinguer le bien du mal ?
You should distinguish between right and wrong,Tu dois faire la différence entre le bien et le mal.
You will have heard this story before,Tu auras entendu cette histoire auparavant.
Do you believe war will start,Crois-tu que la guerre va commencer ?
You should follow your teacher's advice,Tu devrais suivre le conseil de ton professeur.
You ran a red light,Tu as grillé un feu rouge.
You should swear on the Bible,Tu devrais le jurer sur la Bible.
You must cultivate your mind,Vous devez cultiver votre esprit
Can you eat raw oysters,Es-tu capable de manger des huîtres crues ?
You are made to be a poet,Tu as l'âme d'un poète.
You seem an honest man,Tu as l'air d'un homme honnête.
You seem to be an honest man,Tu as l'air d'être un homme honnête.
You didn't have to dress,Tu n&#39;as pas eu à t&#39;habiller
I should think you are right,Je devrais penser que tu as raison.
Are you concerned with politics,T'intéresses-tu à la politique ?
You can get ahead in the world,Vous pouvez prendre de l&#39;avance dans le monde
He is ignorant of the world,Il ignore le monde
Are you fond of swimming,Aimes-tu nager ?
You were kind to help me,C'était gentil à toi de m'aider.
Can you break away from your parents,Peux-tu rompre avec tes parents ?
Do you believe in God,Croyez- vous en Dieu?
How thoughtless of you to do that,Qu'est ce que c'était inconsidéré de ta part de faire ça.
You must clear the table,Vous devez vider la table
Do you wash your hands before meals,Te laves-tu les mains avant les repas ?
You really have a passion for food,Tu as vraiment une passion pour la nourriture.
You had better not eat too much,Vous feriez mieux de ne pas manger trop.
You are way off track,Tu es hors-piste.
Are you in jest or in earnest,Êtes-vous en plaisantant ou sérieusement
You had better take a little rest,Tu ferais mieux de te reposer un peu
You're going too far,Tu vas trop loin.
You work hard,Tu travailles dur.
You are free to go out,Tu es libre de sortir.
You have a way with women,Tu sais t'y prendre avec les femmes.
Did you do your homework by yourself,Effectue tes devoirs par toi-même.
You won't be in time for school,Tu ne seras pas à temps pour l&#39;école
You should give up drinking,Tu devrais arrêter de boire.
You should not resort to drinking,Vous ne devez pas recourir à la boisson
You should give up drinking and smoking,Tu devrais arrêter de fumer et de boire.
"You have a light hand, don't you","Vous avez une main légère, n&#39;est-ce pas"
Are you writing a letter,Es-tu en train d'écrire une lettre ?
You needn't have gone to the trouble,Tu n&#39;as pas besoin de t&#39;embêter
You should pay back your debts,Vous devez rembourser vos dettes
You should pay your debts,Vous devez payer vos dettes
You should get your car fixed,Vous devriez faire réparer votre voiture
You had better have your car washed,Tu ferais mieux de laver ta voiture
You cannot be too careful when driving,Vous ne pouvez pas être trop prudent lorsque vous conduisez
You had better not drive a car,Il serait préférable que tu ne conduises pas de voiture.
Can you drive a car,Pouvez-vous conduire une voiture?
"You can drive a car, can't you","Tu peux conduire une voiture, n'est-ce pas?"
You don't have to make an apology,Vous n&#39;avez pas à vous excuser
You should apologize,Tu devrais présenter tes excuses.
Did you actually see the accident,Avez-vous réellement vu l'accident ?
You should acknowledge your failure,Tu devrais reconnaître ton échec.
You are free to go home,Vous êtes libre de rentrer chez vous
You should learn to restrain yourself,Tu dois apprendre à garder ton sang-froid.
You should be true to your friends,Tu devrais être fidèle à tes amis
You should be ashamed of your ignorance,Tu devrais avoir honte de ton ignorance
You should try to cut your way,Vous devriez essayer de vous frayer un chemin
You should live up to your principles,Vous devez respecter vos principes
You must share your jobs with others,Tu dois partager ton travail avec les autres.
You should attend to your own business,Tu ferais mieux de t'occuper de tes affaires.
You must account for your conduct,Vous devez rendre compte de votre conduite
You'll have to answer for your behavior,Tu devras répondre de ta conduite.
You are responsible for what you do,Tu es responsable de ce que tu fais.
You should be responsible for your actions,Vous devez être responsable de vos actions
You should be ashamed of your conduct,Vous devriez avoir honte de votre conduite
You can't afford to neglect your health,Vous ne pouvez pas vous permettre de négliger votre santé
You must perform your duty,Vous devez accomplir votre devoir
You yourself have to finish it,Tu dois le finir toi-même.
You must do it yourself,Tu dois le faire toi-même.
Are you sure of your facts,Êtes-vous sûrs de vos faits ?
You should have introduced yourself,Tu aurais dû te présenter
You must control yourself,Il te faut te contrôler.
You write a very good hand,Tu écris une très bonne main
You must face the facts,Vous devez faire face aux faits
You ought to see a dentist,Tu devrais consulter un dentiste.
You must employ your capital well,Vous devez bien utiliser votre capital
You are expected to pass the exam,Vous devez réussir l&#39;examen
Do you take me for a fool,Me prends-tu pour un idiot ?
You may laugh at me,Tu peux rire de moi.
You do me wrong,Tu me fais mal
You can number me among your friends,Tu peux me compter parmi tes amis
You may use my new car,Tu peux utiliser ma nouvelle voiture.
You must do as I tell you,Tu dois faire ce je te dis.
Are you for or against my plan,Es-tu pour ou contre mon projet ?
You have no claim on me,Tu n&#39;as aucune réclamation sur moi
You should have told me the truth,Tu aurais dû me dire la vérité.
"You lied to me, didn't you","Tu m'as menti, n'est-ce pas ?"
You don't know how worried I am,Tu ne sais pas à quel point je suis inquiet
You had better do as I suggest,Tu ferais mieux de faire ce que je suggère
Can you imagine me making a cake,Peux-tu m'imaginer en train de faire un gâteau ?
You have only to follow the directions,Vous n&#39;avez qu&#39;à suivre les instructions
You must learn to obey instructions,Vous devez apprendre à obéir aux instructions
You finally succeeded in getting a job,Tu as fini par obtenir un boulot.
You are frustrated with your work,Tu es frustré par ton travail.
You should go about your business,Vous devriez vaquer à vos occupations
You'd better knuckle down to work,Vous feriez mieux de vous mettre au travail
Your hair wants cutting,Tu as besoin d'aller chez le coiffeur.
Did you call me up last night,M'as-tu appelé hier soir ?
You are guilty of murder,Vous êtes coupable de meurtre
Did you go out last night,Es-tu sorti la nuit dernière ?
You did not come to school yesterday,Tu n'es pas venu à l'école hier.
Did you hear about the fire yesterday,Avez-vous entendu parler de l&#39;incendie hier
Why were you absent yesterday,Pourquoi étais-tu absent hier ?
You should carry out his offer,Vous devez exécuter son offre
You must do your best,Vous devez faire de votre mieux.
You should be ready for the worst,Tu devrais être prêt pour le pire
You look happy today,Tu as l'air gaie aujourd'hui.
You look pale today,Tu as l'air pâle aujourd'hui.
You'd better not go out today,Tu ferais mieux de ne pas partir aujourd'hui.
You must not go out today,Vous ne devez pas sortir aujourd&#39;hui
You had better not see her today,Tu ferais mieux de ne pas la voir aujourd&#39;hui
You look very charming today,Tu es très charmante aujourd&#39;hui
You worked a lot this week,Tu as beaucoup travaillé cette semaine
You're coming with us now,Tu viens avec nous.
What are you about now,De quoi êtes-vous maintenant
Have you ever seen a kangaroo,Avez-vous déjà vu un kangourou
Can you get by on your wages,Peux-tu t'en sortir avec ta rémunération ?
You'd better start now,Tu ferais mieux de commencer maintenant
Are you a senior high school student,Es-tu lycéen ?
You were careless in your action,Vous étiez imprudent dans votre action
You had better go,Tu ferais mieux d'y aller maintenant.
You are old enough to behave yourself,Vous êtes assez vieux pour vous comporter
It is necessary for you to go,Il faut que tu y ailles.
You may go or stay at will,Tu peux partir ou rester selon ton bon plaisir.
You have to go,Vous devez aller
It's necessary for you to go,Il est nécessaire que tu partes.
You'd better not go,Tu ferais mieux de ne pas y aller
Are you happy,Est-ce que vous êtes heureux ?
You made a wise choice,Tu as fait un choix judicieux.
You did an excellent job,Vous avez réalisé un excellent travail.
You had better leave there on Monday,Tu ferais mieux de partir là lundi
You have to account for your absence,Tu dois expliquer la raison de ton absence.
How do you account for your absence,Comment expliquez-vous votre absence
You're off in your reckoning,Vous êtes hors de votre compte
You had better call off your plan,Vous feriez mieux d&#39;annuler votre plan
You must go through with your plan,Vous devez suivre votre plan
You should advocate disarmament,Vous devez plaider pour le désarmement
You must judge for yourself,Jugez vous-mêmes.
What do you base your theory on,Sur quoi basez-vous votre théorie
You must live up to your principles,Vous devez respecter vos principes
You should pay attention to your well-being,Vous devez faire attention à votre bien-être
You are wearing your socks inside out,Vous portez vos chaussettes à l&#39;envers
"You have cleaned your shoes, haven't you","Vous avez nettoyé vos chaussures, n&#39;est-ce pas"
You need not take off your shoes,Vous n&#39;avez pas besoin d&#39;enlever vos chaussures
I suppose you're hungry,Je présume que tu as faim.
You needn't have hurried to the airport,Vous n&#39;avez pas besoin de vous précipiter à l&#39;aéroport
Have you ever been to Kyushu,As-tu jamais été à Kyushu ?
You must come back before nine o'clock,Vous devez revenir avant neuf heures
You have no need to hurry,Tu n&#39;as pas besoin de te presser
You need not have hurried,Tu n&#39;as pas besoin de te dépêcher
You'd better hurry up,Tu ferais mieux de te dépêcher.
Do you know who Rie Miyazawa is,Savez-vous qui est Rie Miyazawa ?
You are in need of a holiday,Vous avez besoin de vacances
You must go up the hill,Tu dois monter la colline.
You must form regular habits,Vous devez avoir des habitudes régulières
You broke the rule,Tu as enfreint la règle.
You should conform to the rules,Tu devrais te conformer aux règles
Clear up your desk a bit,Nettoyez un peu votre bureau
You're stepping into dangerous territory,Vous entrez dans un territoire dangereux
You look pale,Tu es tout pâle.
You are as white as a sheet,Tu es blanc comme un cachet d'aspirine.
I think that you're wrong,Je pense que tu te trompes.
Have you ever read any Chinese poems,Avez-vous déjà lu un poème chinois ?
You've done a perfect job,Vous avez fait un travail parfait
You are nothing but a student,Tu n'es qu'un étudiant.
You must not be absent from school,Vous ne devez pas être absent de l&#39;école
You may be late for school,Vous êtes peut-être en retard pour l&#39;école
What subjects are you taking at school,Quelles matières prenez-vous à l&#39;école
Would you like to go abroad,Voulez-vous aller à l&#39;étranger
Do you plan to go abroad,Prévois-tu d'aller à l'étranger ?
You should have attended the meeting,Vous auriez dû assister à la réunion.
You like fruit,aimez-vous les fruits?
Will you stay at home,Tu restes à la maison ?
You will stay at home,Tu resteras chez toi.
What grade are you in,En quelle classe es-tu ?
You may go anywhere,Tu peux aller n'importe où.
What time are you going on duty,À quelle heure prends-tu ton service ?
You're too suspicious about everything,Tu es trop suspicieuse de tout.
How many books do you have,Combien de livres as-tu ?
What are you looking for,Que recherchez-vous
What are you looking at,Quelle est ta vision?
What do you learn,Qu'apprendrez-vous?
What do you intend to do,Qu'allez-vous faire?
You have put everything out of order,Tu as tout mis hors de service.
What are you going to be,Qu'allez-vous être ?
What do you want to be,Que veux-tu être ?
What will you have,Que voulez-vous
What are you going to have,Qu&#39;allez-vous avoir
You will have your own way,Vous aurez votre propre chemin
What woke you up,Qu'est-ce qui t'a réveillé ?
Please let me know what you want,Dites-moi de quoi vous avez envie.
What do you like,Qu'aimez-vous
What do you want now,Que voulez vous maintenant?!
Do you belong to any clubs,Appartenez-vous à des clubs ?
Do you love music,Aimes-tu la musique ?
You really have an ear for music,Tu as vraiment l'oreille musicale.
You are not a coward,Tu n'es pas un lâche.
You dropped your pencil,Tu as fait tomber ton crayon.
Do you have any pencils,Avez-vous des crayons ?
"First, you have to stop smoking","Tout d&#39;abord, vous devez arrêter de fumer"
Are you not able to speak English,Vous ne parlez pas anglais
Do you study English,Étudies-tu l'anglais ?
Can you make yourself understood in English,Peux-tu te faire comprendre en anglais ?
"You can't speak English, can you","Vous ne pouvez pas parler anglais, pouvez-vous"
"You can swim, can't you","Tu sais nager, n'est-ce pas ?"
Can you swim,Est-ce que tu sais nager ?
"You can't swim, can you","– Tu n’y arrives pas, n’est-ce pas?"
You are tallest,Tu es le plus grand
You must not tell a lie,Tu ne dois pas dire de mensonge.
What are you driving at,À quoi conduisez-vous?
Did you read it at all,Avez-vous tout lu ?
You have only to study hard,Vous n&#39;avez qu&#39;à étudier dur
You'll never be alone,Tu ne seras jamais seul.
You should follow the doctor's advice,Tu devrais suivre l'avis du médecin.
You'd better consult the doctor,Tu ferais mieux de consulter le médecin.
You are strong-minded,Vous êtes fort d&#39;esprit
I'm surprised that you're so naïve,Je suis surpris que tu sois si naïf.
You've done it,Tu l'as fait !
Do you remember seeing me before,Te rappelles-tu m'avoir vu auparavant ?
You are in a safe place,Vous êtes en lieu sûr.
You must rid yourself of bad habits,Tu dois te débarrasser des mauvaises habitudes.
You've set a bad example,Tu as montré un mauvais exemple.
You must make up for the loss,Tu dois compenser la perte.
Don't you like apples,Est-ce que tu aimes les pommes ?
You had better put on a raincoat,Tu ferais mieux de mettre un imperméable.
You don't like love stories,Tu n'aimes pas les histoires d'amour.
How dare you speak like that,Comment oses-tu ainsi parler ?
How dare you say that,Comment oses-tu dire cela ?
You're really a hard worker,Tu es vraiment dur au travail.
You have a good sense of humor,Tu as un bon sens de l'humour.
Have you ever seen a UFO,As-tu déjà vu un OVNI ?
You are no longer a mere child,Tu n&#39;es plus un simple enfant
You are apt to be forgetful,Tu as tendance à être oublieux.
You must take things as they are,Tu dois prendre les choses telles qu'elles sont.
You should act more calmly,Tu devrais agir plus calmement.
You must study more,Tu dois davantage étudier.
You should have known better,Tu aurais mieux fait de réfléchir.
You should know better,Tu devrais réfléchir.
You are old enough to know better,Assez vieux pour bien savoir.
You should study harder,Tu devrais étudier davantage.
You must study much harder,Tu dois étudier beaucoup plus.
You should be more careful,Tu devrais être plus prudent.
You should take better care of yourself,Vous devriez prendre davantage soin de vous.
You should have come home before,Tu aurais dû rentrer plus tôt à la maison.
You should have completed it long ago,Vous auriez dû le terminer il y a longtemps.
You had better speak more naturally,Tu aurais du parler plus naturellement.
You'd better try to assert yourself more,Tu ferais mieux d'essayer de t'affirmer davantage.
You ought to have been more careful,Tu aurais dû être plus prudent.
You need to study harder,Vous devez étudier plus dur
You should have worked harder,Tu aurais dû être plus dur à la tâche.
You should have been more careful,Tu aurais dû être plus prudent.
You should have come earlier,Tu aurais dû venir plus tôt.
Do you like Mozart's music,Aimes-tu la musique de Mozart ?
Have you taken your medicine yet,As-tu déjà pris ta médication ?
Have you solved all the problems yet,As-tu déjà résolu tous les problèmes ?
It's high time you had a haircut,Il est grand temps que tu te fasses couper les cheveux.
You are now an adult,Tu es désormais un adulte.
You must go to bed now,Tu dois aller te coucher maintenant
You had better go to bed now,Tu ferais mieux d'aller au lit maintenant.
You should have come a little earlier,Tu aurais dû venir un peu plus tôt.
You must get up a little earlier,Tu dois te lever un peu plus tôt.
You must be less impatient,Tu dois être moins impatient.
Have you finished doing your homework yet,Tu as déjà fini de faire tes devoirs ?
Have you done all your homework,As-tu fait tous tes devoirs ?
You are not a child any more,Tu n'es plus un enfant.
You may go home now,Vous pouvez rentrer chez vous maintenant
It is time you went to school,Il est temps que tu ailles à l&#39;école
Have you turned in your report,Avez-vous rendu votre rapport ?
It's high time you got going,Il est grand temps que tu partes
Have you finished reading that book yet,As-tu déjà fini de lire ce livre ?
Have you finished the work yet,As-tu déjà terminé le travail ?
You are old enough to know this,Tu es suffisamment vieux pour savoir ça.
You surprised everybody,Tu as surpris tout le monde.
You haven't changed at all,Tu n'as pas du tout changé.
Are you still smarting over my remarks,Est-ce que tu me fais encore des remarques
Have you got a pen,Tu as un stylo ?
You will not take Bob's advice,Vous ne suivrez pas les conseils de Bob
Can you speak French,Parlez-vous français ?
"You can't speak French, can you","Vous ne pouvez pas parler français, n'est-ce pas ?"
You failed to wake Harry up,Tu n&#39;as pas réveillé Harry
You'd better go by bus,Tu devrais plutôt aller en bus.
You have to go to the party,Tu dois aller à la fête.
What a man you are,Quel homme tu es !
How tall you are,Comme tu es grande !
How kind you are,Comme vous êtes gentil !
How rude of you,C'est grossier de votre part !
How lucky you are,Quel chanceux vous êtes!
You're such a cute boy,Tu es un garçon tellement mignon !
Do you want anything,Voulez-vous quelque chose?
Why can't you come,Pourquoi ne peux-tu pas venir ?
Why did you try to run away,Pourquoi as-tu tenté de t'enfuir ?
Why do you accuse my son,Pourquoi accuses-tu mon fils ?
What prevented you from coming earlier,Qu'est-ce qui t'a empêché de venir plus tôt ?
What do you need the money for,En quoi as-tu besoin de l'argent ?
What a good thing you say,Quelle bonne chose tu dis
How long have you been in Japan,Combien de temps êtes-vous resté au Japon ?
How often do you go abroad,À quelle fréquence vas-tu à l'étranger ?
How long will you stay here,Combien de temps allez-vous séjourner ici ?
You can always count on Tom,Tu pourras toujours te fier à Tom.
"You're a friend of Tom's, eh","Tu es l'ami de Tom, pas vrai ?"
How do you get to school,Comment te rends-tu à l'école ?
Which club do you belong to,À quel club appartiens-tu ?
How high can you jump,À quelle hauteur peux-tu sauter ?
How tall are you,Comment mesurez-vous
You are very brave,Tu es très brave.
You look very tired,Tu as l'air très fatigué.
That's very sweet of you,C'est très gentil de ta part.
Which bed do you want to use,Quel lit veux-tu utiliser ?
It's about time you got here,« Il était temps que tu arrives. »
Which one do you take,Lequel prends-tu ?
You may go anywhere you like,Tu peux aller où bon te semble.
"Wherever you go, you'll be welcomed","Où que vous alliez, vous serez bienvenu."
Which college are you aiming for,Quel collège cibles-tu ?
Where do you attend high school,Où allez-vous au lycée
Where were you,Où étiez-vous
Do you feel at home anywhere,Vous sentez-vous à l'aise partout ?
How about you,Que diriez-vous
What are you doing,Que faites-vous
How did you come to know her,Comment as-tu fait sa connaissance ?
Why did you say such a thing,Pourquoi as-tu dit une telle chose ?
What have you come here for,Pourquoi es-tu venu ici ?
What has brought you here,Qu'est-ce que tu viens faire ici?
"You don't know German, do you","Tu ne connais pas l'allemand, n'est-ce pas ?"
Do you not play tennis,ne vous jouez au tennis
"You don't like chocolate, do you","Tu n'aimes pas le chocolat, n'est-ce pas ?"
You have just done your homework,Tu as juste fait tes devoirs.
You have been imposed upon,On vous a imposé
You've been had,On t'a trompé.
You should give up smoking,Tu devrais cesser de fumer.
You must give up smoking,Tu dois arrêter de fumer.
It is best that you stop smoking,Il est préférable d&#39;arrêter de fumer
You should give up smoking and drinking,Tu devrais arrêter de fumer et de boire.
You are to start at once,Vous devez commencer immédiatement.
You needn't have taken a taxi,Tu n'avais pas besoin de prendre un taxi.
You have only to touch the button,Tu dois seulement toucher le bouton.
You have many books,Tu as de nombreux livres.
Are you able to type,Savez-vous taper à la machine ?
You need not have hurried so much,Tu n&#39;as pas besoin de te presser autant
You shouldn't do such a thing,Tu ne devrais pas faire une chose pareille
You are not to do that,Vous n'êtes pas autorisé à le faire
You shouldn't have done such a thing,Tu n&#39;aurais pas dû faire une chose pareille
You can bank on that,Tu peux compter là-dessus.
Who did you give it to,À qui l'as-tu donné ?
You could have done it,Tu aurais pu le faire.
Were you to take it back,Étiez-vous de le reprendre
Have you finished it,L'as-tu terminé ?
Do you have one,C’est quoi la votre ?
You must practice it at regular intervals,Tu dois le pratiquer à intervalle régulier.
What did you open it with,Avec quoi l'as-tu ouvert ?
You shouldn't have done it,Tu n'aurais pas dû faire ça.
You ought not to have done that,Tu n&#39;aurais pas dû faire ça
You needn't do it at once,Tu n&#39;as pas besoin de le faire à la fois
You must do it at once,Tu dois le faire immédiatement.
When did you finish it,Quand l'avez-vous terminé ?
Do you know the reason,Connais-tu la raison ?
Could you solve the problem,Pourrais-tu résoudre le problème ?
You must return the book to him,C'est à lui que tu dois rendre ce livre.
You need not have bought the book,Tu n'avais pas besoin d'acheter ce livre.
You may keep the book,Tu peux garder le livre.
Are you for or against the bill,Êtes-vous pour ou contre le texte de loi ?
You ought to have seen the exhibition,Tu aurais dû voir l'exposition.
You should apply for that post,Tu devrais postuler pour cet emploi.
Do you know where the girl lives,Savez-vous où vit cette fille ?
Have you finished reading the novel,As-tu fini de lire le roman ?
You make too much of the event,Tu accordes une trop grande importance à cet événement.
You should emphasize that fact,Vous devez souligner ce fait
How do you account for the fact,Comment expliquez-vous ce fait ?
Did you watch the game,As-tu regardé le match ?
Did you cut the paper,As-tu coupé le papier ?
You must look after the child,Tu dois t'occuper de l'enfant.
Will you take on the job,Vas-tu prendre le poste ?
You have to overcome the difficulties,Tu dois surmonter les difficultés.
You owe me an apology for that,Vous me devez des excuses pour cela.
You have to account for the result,Vous devez rendre compte du résultat.
You should abide by the consequences,Vous devez subir les conséquences
You are responsible for the result,Tu es responsable de ce résultat.
Are you for or against the plan,Es-tu pour ou contre notre plan ?
You shouldn't have eaten the fish raw,Vous ne devriez pas avoir mangé le poisson cru
Did you ever see the fish,As-tu déjà vu ce poisson ?
Can you make out the meaning easily,Pouvez-vous facilement comprendre le sens
You must be above such mean conduct,Vous devez être au-dessus d&#39;une telle conduite moyenne
You look smart in the shirt,Tu as l&#39;air intelligent dans la chemise
Did you tape that concert,Avez-vous enregistré ce concert ?
Dare you ask him about it,Osez-vous lui en parler?
You are sure to succeed in time,Vous êtes sûr de réussir à temps
You'd better not go there,Je te déconseille d'y aller.
You may go there,Tu as la permission d'y aller.
Do you deny that you went there,Nies-tu t'y être rendu ?
You had better not have gone there,Tu n'aurais pas dû aller là.
You may as well say so,Tu peux tout aussi bien le dire.
You should have done so,Tu aurais dû ainsi faire.
You're wet through,Tu es trempé.
"You aren't a spy, are you","Tu n'es pas un espion, si ?"
I hear that you've been ill,J&#39;entends que tu as été malade
You've got a lot of guts,"Toi, tu as vraiment des tripes."
You may go at once,Tu peux partir immédiatement.
You'd better set off at once,Vous feriez mieux de partir immédiatement
You'll get well soon,Vous obtenez ainsi
You've got it in one That's right,Vous l&#39;avez en un C&#39;est vrai
You had better start at once,Tu ferais mieux de commencer tout de suite.
You may as well begin at once,Vous pouvez aussi bien commencer immédiatement
You are to do it at once,Vous devez le faire à la fois
You ought to do it at once,Vous devez le faire immédiatement
You may as well wash your shirt,Vous pouvez aussi bien laver votre chemise
You're forever making mistakes,Tu fais toujours des erreurs
What are you staring at,Qu’est-ce que tu regardes ?
You will soon regret your rash conduct,Vous regretterez bientôt votre conduite téméraire
Did you do this on your own,Avez-vous fait cela vous-même ?
You must put these mistakes right,Vous devez corriger ces erreurs
You must read this book also,Tu dois également lire ce livre.
Have you read this book already,As-tu déjà lu ce livre ?
Have you read this book yet,As-tu déjà lu ce livre ?
You are not to leave this room,Tu ne dois pas quitter cette pièce.
Where did you go last Sunday,Où es-tu allé dimanche dernier ?
Can you swim across the river,Pouvez-vous traverser la rivière à la nage ?
You can use this car,Vous pouvez utiliser cette voiture
You are old enough to understand this,Tu es assez vieux pour comprendre ça
Can you make sense of this poem,Peux-tu décrypter ce poème ?
You are suitable for the job,Vous convenez au poste.
You have no choice in this matter,Nous n'avons pas le choix.
You should make use of this chance,Vous devriez profiter de cette chance
Can you read this kanji,Peux-tu lire ce caractère chinois ?
You should take advantage of this chance,Tu devrais profiter de cette chance.
You are deeply involved with this,Vous êtes profondément impliqué dans ce
How did you come by this money,Comment t'es-tu procuré cet argent ?
You have only to come here,Tu dois juste venir ici.
You have only to sit here,Tu n&#39;as qu&#39;à t&#39;asseoir ici
You had far better stay here,Tu ferais mieux de rester ici
You are to stay here,Tu dois rester ici
You are secure from danger here,Vous êtes à l&#39;abri du danger ici
You can study here,Tu peux étudier ici.
You'd better not wait here,Tu ne devrais pas attendre ici.
Are you going to sing here,Allez-vous chanter ici ?
You are prohibited from smoking here,Il vous est interdit de fumer ici
What ever are you doing here,Que fais-tu là ?
You've drunk three cups of coffee,Tu as bu trois tasses de café.
You must be mentally exhausted,Tu dois être mentalement épuisé.
You'll certainly pass the coming exam,Vous passerez certainement l&#39;examen à venir
Where are you from in Canada,D'où venez-vous au Canada ?
You will catch cold,Tu vas prendre froid.
You ought to take your father's advice,Tu devrais suivre les conseils de ton père
You look just like your big brother,Tu ressembles à ton grand frère
You haven't any money,Tu n'as pas d'argent.
Haven't you got any money,N'as-tu pas un peu d'argent ?
Aren't you happy,N'êtes-vous pas heureux ?
You have done very well,Tu t'es très bien débrouillé.
You're starting to warm up now,Tu commences à t'échauffer maintenant.
You are now among the elite,Tu fais maintenant partie de l'élite.
When did you come to Japan,Quand es-tu venu au Japon ?
When will you leave here,Quand allez-vous partir d'ici ?
When will you be free,Quand seras-tu libre ?
When did you begin studying English,Quand as-tu commencé à apprendre l'anglais ?
You're always criticizing me,Tu me critiques tout le temps !
You're always finding fault with me,Tu trouves toujours des reproches à me faire.
You always take things too easy,Tu prends les choses avec trop de désinvolture.
You are always complaining,Tu as toujours à te plaindre.
You are always wearing a loud necktie,Tu portes toujours une cravate bruyante
You're always anticipating trouble,Tu prévois toujours des problèmes.
You are always doubting my word,Tu doutes toujours de ma parole.
You are always finding fault with me,Tu as toujours quelque chose à me reprocher.
What time do you usually get up,À quelle heure te lèves-tu d'habitude ?
You are always watching TV,Tu regardes tout le temps la télé.
You are watching TV all the time,Tu regardes tout le temps la télé.
You are always hearing but not listening,Tu entends toujours mais tu n'écoutes pas.
You are quite a man,Vous êtes tout à fait un homme
"Once you begin, you must continue","Une fois que tu commences, tu dois continuer."
What on earth are you talking about,Mais qu'est-ce que tu racontes
You will know the truth some day,Tu connaîtras la vérité un jour.
You are naughty,Tu es vilain.
How much money do you want,Combien d'argent veux-tu ?
You have some books,Tu as quelques livres.
You've given me good advice,Tu m'as fourni de bons conseils.
You are a good boy,Tu es un bon garçon.
You shouldn't talk back like that,Tu ne devrais pas parler comme ça
You are right in a way,"En un sens, tu as raison."
Have you ever been to America,As-tu déjà été en Amérique ?
You had better not work too hard,Tu ferais mieux de ne pas trop travailler.
You don't exert yourself much,Vous ne vous exercez pas beaucoup
You are too much letter-bound,Vous êtes trop lié à une lettre
You cannot buy that judge,Vous ne pouvez pas acheter ce juge
Have you ever been to that village,Êtes-vous déjà allé dans ce village ?
Are you on the committee,Faites-vous partie du comité ?
You should have taken a chance then,"Tu aurais dû saisir la chance, alors."
You must stick to your promise,Tu dois tenir ta promesse.
"You're a philosopher, aren't you","Vous êtes philosophe, n'est-ce pas ?"
You have to leave home at six,Tu dois quitter la maison à six heures.
You are expected to come by 500,On s&#39;attend à ce que vous veniez par 500
You must be here till five,Tu dois être ici jusqu'à cinq heures.
Can you do it in one day,Pouvez-vous le faire en une journée ?
You should have refused his offer,Tu aurais dû décliner sa proposition.
You need to have breakfast,Tu as besoin de petit-déjeuner.
Did you leave the window open,Avez-vous laissé la fenêtre ouverte?
Which party do you belong to,À quel parti es-tu affilié ?
You can't go naked in this hotel,Vous ne pouvez vous promener nu dans cet hôtel.
You must always keep your hands clean,Tu dois toujours garder les mains propres.
When did you begin learning German,Quand as-tu commencé à apprendre l'allemand ?
Please go on with your story,"S'il vous plaît, continuez votre histoire."
I can hardly hear you,Je peux à peine t'entendre.
Omit needless words,Omets les mots inutiles !
Please give me your permanent address,"Donne-moi ton adresse permanente, s'il te plaît."
"Your parents didn't come, did they","Tes parents ne sont pas venus, n'est-ce pas ?"
Meg called you during your absence,Meg t'a appelé durant ton absence.
Your situation is analogous to mine,Ta situation est analogue à la mienne.
I understand your position perfectly,Je comprends parfaitement ta position.
I don't mean to challenge your theory,Je n'ai pas l'intention de contester votre théorie.
Your summary is not up to par,Ton résumé n'est pas à la hauteur.
Your prophecy has come true,Ta prophétie est devenue réalité.
Your friendship is most precious to me,Ton amitié m'est très précieuse.
I admire you for your courage,Je t'admire pour ton courage.
I admire your courage,J'admire ton courage.
I admire your brave deed,J'admire votre acte de bravoure.
I rest on your promise,Je me repose sur ta promesse
I'll keep your problems in mind,Je garderai tes problèmes à l&#39;esprit
"You have lovely eyes, don't you","Vous avez des yeux adorables, n'est-ce pas ?"
Your eyes are red with crying,Tes yeux sont rouges de pleurs
Where are your eyes,Où sont tes yeux ?
Your eyes have a certain magnetism,Tes yeux ont un certain magnétisme.
Your driver's license has expired,Ton permis de conduire a expiré.
Write your name in capitals,Écris ton nom en majuscules.
I know your name,Je connais ton nom
Didn't you hear your name called,N'as-tu pas entendu appeler ton nom ?
Your daughter is not a child anymore,Ta fille n&#39;est plus un enfant
I admire your ignorance,J'admire ton ignorance.
Your dream will come true some day,Ton rêve se réalisera un jour.
You have a regular pulse,Vous avez un pouls régulier.
Your comic books are on the shelf,Tes bandes dessinées sont sur l'étagère.
How pretty your sister is,Comme ta sœur est jolie !
What has become of your sister,Qu'est devenue ta sœur ?
