"Thème","French","English"
,"Un paquet de cigarettes s'il vous plaît (au tabac)","A packet of cigaret please (context: buying)"
,"Je voudrais quelque chose contre les coups de soleil","I would like something against sunburns"
,"Puis-je l'obtenir sans ordonnance?","Can I get it without prescription? ( a drug)"
,"Je voudrais envoyer ceci en recommandé","I would like to send this by registered mail"
,"Je voudrais envoyer ceci par avion","I would like to send this by air mail"
,"Pouvez-vous m'appeler un médecin?","Could you call for a doctor?"
,"Ma tension est trop élevée","My blood pressure is too high"
,"Je n'arrive pas à manger/dormir depuis trois jours","I haven't been able to eat/sleep for the past three days"
,"Joyeux anniversaire","Happy birthday!"
,"Bonne chance","Good luck!"
,"Bon voyage","Have a nice trip!"
,"Bonnes vacances","Have a good holiday!"
,"Je dois partir maintenant","I have to leave now"
,"Est-ce que vous pouvez vérifier les pneus?","Could you check the tyres?"
,"Le moteur chauffe","The engine is overheating"
,"Le liquide de freins fuit","The brake fluid is leaking"
,"Il y a un bruit bizarre","There is a strange noise"
,"Il faut vérifier le niveau d'huile","The oil level has to be checked"
,"Veuillez payer en avance s'il vous plaît","Please pay in advance (formal)"
,"Est-ce que c'est le bon quai pour le train de Milan?","It is the right platform for Milan?"
,"Le vol aura combien d'heures de retard?","How many hours will the flight be delayed?"
,"A quelle fréquence passe le bus?","How often does the bus run?"
,"Est-ce que vous pourriez ouvrir/fermer la fenêtre? (dans le bus ou le train)","Could you open/close the window (train/bus)"
,"J'aimerais une coupe (chez le coiffeur)","I would like a haircut (at the hairdresser)"
,"Pas trop court s'il vous plaît","Not too short please (at the hairdresser)"
,"J'aimerais prendre rendez-vous avec le Dr. Machin","I'd like to make an appointment"
,"Puis-je laisser mes bagages ici?","Can I leave my luggage here?"
,"Est-ce que c'est sous garantie? (un appareil photo par exemple)","Is there a warranty?"
,"Est-ce que je peux vous prendre en photo?","Do you mind if I take a picture of you?"
,"Est-ce que je peux prendre votre maison en photo?","Do you mind if I take a picture of your house?"
,"Voici ma carte de visite","Here is my business card"
,"Cela vous dirait d'aller manger quelque part?","Shall we eat somewhere?"
,"C'est toi qui invite cette fois","This time, it is on you"
,"Je voudrais consulter mes emails","I would like to check my mails"
,"Je voudrais envoyer un fax","I would like to send a fax"
,"Y a-t-il un endroit pour changer un bébé?","Is there a place where it is possible to change a baby?"
,"Pas de problème","No problem"
,"Pas question","No way (refusing something)"
,"Une minute (dans le sens: attendez une minute)","One moment please (context: please wait a moment)"
,"Qu'y a-t-il à faire le soir ici?","What is there at night here?"
,"C'est très gentil de votre part","It is very kind of you"
,"Vous dansez vraiment bien","You (formal) dance really well"
,"Tu me plais beaucoup","I really like you (to a girl)"
,"Tu veux entrer quelques instants?","Do you want to come in for a little while?"
,"J'ai envie de toi","I want you"
,"Allons au lit","Let's go to bed"
,"Embrasse-moi","Kiss me"
,"Est-ce que tu as un préservatif?","Do you have a condom?"
,"Je ne veux pas le faire sans protection","I do not want to do it unprotected (context: having sex) "
,"Plus vite","Faster (context: having sex)"
,"Plus lentement","More slowly (context: having sex)"
,"Je pense qu'on devrait en rester là","I think we should stop here"
,"Sors-tu avec quelqu'un d'autre?","Are you dating someone else?"
,"Ce soutien-gorge n'est pas à moi","This bra isn't mine"
,"Nous sommes seulement amis","We are just friends"
,"Tu es avec moi pour le sexe, c'est tout.","You are with me just for the sex, that's it"
,"Je ne pense pas que ça va marcher (relation)","I do not think it is going to work out (boyfriend)"
,"Quelle est ta religion?","What is your religion?"
,"Je ne suis pas croyant","I am not a believer"
,"Je suis chrétien/agnostique/juif/musulman/bouddhiste","I am christian/agnostic/jew/muslim/buddhist"
,"ça te dirait d'aller à un match de football?","What about going to a soccer game?"
,"Est-ce que tu aimes le football?","Do you like soccer?"
,"Fais-moi la passe","Pass to me (playing soccer)"
,"Le service est-il compris dans l'addition?","Is the service included in the bill?"
,"Est-ce que tu pourrais me rendre un service?","Could you do me a favor?"
,"J'ai beaucoup aimé ce plat","I liked this dish a lot"
,"Où se trouve le poste de police?","Where is the police station?"
,"Je voudrais porter plainte","I would like to file a complaint"
,"De quoi est-ce-qu'on m'accuse?","What am I accused of?"
,"Vous êtes en possession de substances illicites","You are in possession of illicit substances"
,"On a essayé de me violer","Someone tried to rape me"
,"On m'a aggressé dans la rue","I was assaulted in the street"
,"Je ne savais pas que je faisais quelque chose de mal","I did not know that I was doing something wrong"
,"Ce n'est pas moi qui ai fait ça","I was not the one who did that"
,"Votre visa a expiré il y a un mois","Your visa expired a month ago"
,"Est-ce que je peux parler à mon avocat?","Can I speak to my lawyer?"
,"Est-ce que je dois payer une amende?","Do I have to pay a fine?"
,"J'ai une ordonnance pour ce médicament","I have a prescription for this drug"
,"Avez-vous eu des rapports sexuels non protégés récemment?","Have you had unprotected sex recently?"
,"Vous devez être hospitalisé","You have to be taken to a hospital"
,"De quand datent vos dernières règles?","When was your last period?"
,"Cela fait six semaines que je n'ai pas eu mes règles","I haven't had my period for the past six weeks"
,"Ma cheville a enflé","My ankle has swelled up"
,"Je n'arrive plus à bouger mon bras","I can't move my arm anymore"
,"Mon enfant est (très) malade","My child is (very) sick"
,"Je ne veux pas de transfusion sanguine","I do not want any blood transfusion"
,"Êtes-vous enceinte?","Are you pregnant?"
,"Est-ce que vous utilisez des moyens contraceptifs?","Do you use contraceptives?"
,"Vous êtes enceinte de 6 semaines","You are six weeks pregnant"
,"Internet ne marche pas","Internet does not work"
,"Qu'est-ce-qu'il fait chaud aujourd'hui!","Isn't it hot today!"
,"Il y aura du brouillard demain","It will be foggy tomorrow"
,"Au voleur !","Stop thief!"
,"On m'a volé","I was stolen"
,"Ta connexion est mauvaise","You are breaking up"
